      02      9.42478       1.19043055987550E-21
      03     14.13717       2.95759125343159E-20
      04     18.84956       5.66300375842132E-17
      05     23.56194       1.11305705290554E-11
      06     28.27433       2.30565248583867E-06
      07     32.98672       2.08532400067732E+00
      08     37.69911       1.00813313894275E+02
      09     42.41150       1.93065232866803E+10
      10     47.12389       1.22820400836569E+20
      11     51.83628       1.66537872696020E+29
      12     56.54867       8.53801776690654E+37
      13     61.26106       8.43723037337848E+39
      14     65.97345       1.28439841248236E+52
      15     70.68583       1.47418201121730E+62
      16     75.39822       1.26179497972884E+72
      17     80.11061       3.57500689562192E+81
      18     84.82300       1.96487283470184E+84
      19     89.53539       4.46176263813732E+97
      20     94.24778       5.84431989425478+107
      21     98.96017       1.21715343713741+118
      22    103.67256       8.55305203691237+126
      23    108.38495       5.22364935179430+131
      24    113.09734       6.96897753180955+142
      25    117.80972       1.27075828226271+152
      26    122.52211       2.57945426199616+159
      27    127.23450       1.42530505304392+162
      28    131.94689       2.11480162835515+161
      29    136.65928       6.01795759746603+162
      30    141.37167       7.97531694056410+136
      31    146.08406       7.91401557249818+136
