 MO # :           1
 
  0.318258961582900                1
  0.275397661724700                2
 -1.826240826803000E-002           3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
  0.318258961582900                6
  0.275397661724700                7
  1.826240826803000E-002           8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
 MO # :           2
 
  0.120417849929200                1
   1.71847662758400                2
 -2.370880347654000E-003           3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
 -0.120417849929200                6
  -1.71847662758400                7
 -2.370880347654000E-003           8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
 MO # :           3
 
 -0.746081652789100                1
  0.677405745888800                2
  3.578429001340000E-002           3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
 -0.746081652789100                6
  0.677405745888800                7
 -3.578429001340000E-002           8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
 MO # :           4
 
  0.882010154630700                1
  -1.39246863939500                2
  0.281534494099300                3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
 -0.882010154630700                6
   1.39246863939500                7
  0.281534494099300                8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
 MO # :           5
 
  0.000000000000000E+000           1
  0.000000000000000E+000           2
  0.000000000000000E+000           3
  0.000000000000000E+000           4
  0.610784460899600                5
  0.000000000000000E+000           6
  0.000000000000000E+000           7
  0.000000000000000E+000           8
  0.000000000000000E+000           9
  0.610784460899600               10
 MO # :           6
 
  0.000000000000000E+000           1
  0.000000000000000E+000           2
  0.000000000000000E+000           3
  0.610784460899600                4
  0.000000000000000E+000           5
  0.000000000000000E+000           6
  0.000000000000000E+000           7
  0.000000000000000E+000           8
  0.610784460899600                9
  0.000000000000000E+000          10
 MO # :           7
 
  0.386119411461900                1
 -0.186592008450800                2
  0.647490130047500                3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
  0.386119411461900                6
 -0.186592008450800                7
 -0.647490130047500                8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
 MO # :           8
 
  0.000000000000000E+000           1
  0.000000000000000E+000           2
  0.000000000000000E+000           3
 -0.870569928860100                4
  0.000000000000000E+000           5
  0.000000000000000E+000           6
  0.000000000000000E+000           7
  0.000000000000000E+000           8
  0.870569928860100                9
  0.000000000000000E+000          10
 MO # :           9
 
  0.000000000000000E+000           1
  0.000000000000000E+000           2
  0.000000000000000E+000           3
  0.000000000000000E+000           4
 -0.870569928860100                5
  0.000000000000000E+000           6
  0.000000000000000E+000           7
  0.000000000000000E+000           8
  0.000000000000000E+000           9
  0.870569928860100               10
 MO # :          10
 
  -1.44553597547400                1
 -0.162355398286300                2
   1.57652899880200                3
  0.000000000000000E+000           4
  0.000000000000000E+000           5
   1.44553597547400                6
  0.162355398286300                7
   1.57652899880200                8
  0.000000000000000E+000           9
  0.000000000000000E+000          10
